user_id,activity_level,home_type,grooming_preference,time_available,experience_level,preferred_dog_size,PetName,grooming_frequency_value,shedding_value,energy_level_value,trainability_value,demeanor_value,avg_weight_z,avg_height_z
744,Low,Rural,Low,Minimal,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
745,Very Low,Small Apartment,Low,Minimal,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
746,Very Low,Large Apartment,High,Part-time,Experienced,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
747,Very High,Rural,Very Low,Full-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
748,Moderate,Large Apartment,Medium,Part-time,First-time owner,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
749,Low,Rural,Very Low,Limited,Experienced,Medium,French Bulldog,0.2,0.8,0.4,0.6,0.6,-0.6389141873785233,-1.2144106426171406
750,Moderate,Large Apartment,Very High,Part-time,First-time owner,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
751,Low,House,Low,Minimal,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
752,High,Large Apartment,High,Part-time,First-time owner,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
753,Very Low,Large Apartment,Low,Part-time,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
754,Very Low,House,Very Low,Limited,Experienced,Large,Mastiff,0.2,0.4,0.6,0.6,0.6,3.668821462836513,1.657069433358336
755,Low,House,High,Part-time,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
756,Low,Rural,High,Minimal,Expert,Medium,Clumber Spaniel,0.4,0.8,0.6,0.6,0.4,0.59186742696863,-0.1001049414923294
757,Very Low,Small Apartment,Medium,Minimal,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
758,Low,Large Apartment,High,Limited,First-time owner,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
759,Very Low,Rural,Low,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
760,Moderate,Small Apartment,High,Part-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
761,Low,Large Apartment,Very Low,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
762,Low,Small Apartment,Low,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
763,Low,Small Apartment,Medium,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
764,Moderate,Large Apartment,Medium,Full-time,Expert,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
765,Low,Small Apartment,Low,Minimal,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
766,Moderate,Large Apartment,Very High,Limited,Experienced,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
767,Very Low,Rural,Very High,Limited,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
768,Moderate,House,Very Low,Limited,Experienced,Medium,American Staffordshire Terrier,0.2,0.4,0.6,0.6,0.6,0.1523025647017896,-0.1858207646557762
769,Moderate,Small Apartment,Very High,Limited,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
770,Moderate,Large Apartment,Very High,Full-time,Experienced,Small,Bichon Frise,1.0,0.2,0.6,0.6,1.0,-1.0198704013431183,-1.471558112107482
771,Low,Large Apartment,Very Low,Limited,Expert,Small,Chihuahua,0.2,0.4,0.6,0.4,0.6,-1.2836093187032225,-2.157284697415059
772,Very Low,Large Apartment,Low,Minimal,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
773,Moderate,Rural,Very High,Full-time,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
774,Very Low,Rural,Very Low,Minimal,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
775,Moderate,Small Apartment,Very High,Full-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
776,Very Low,Rural,Medium,Full-time,Expert,Large,Caucasian Shepherd Dog,0.6,0.8,0.4,0.4,0.2,2.4819963347160443,1.271348229122824
777,High,Rural,Very Low,Full-time,First-time owner,Medium,Portuguese Pointer,0.2,0.4,0.8,1.0,0.8,-0.0821320285071921,0.3713320859066298
778,Very High,Large Apartment,Very Low,Part-time,First-time owner,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
779,Low,House,Medium,Limited,First-time owner,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
780,Very Low,Large Apartment,Very Low,Limited,First-time owner,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
781,Moderate,House,High,Full-time,Experienced,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
782,Low,Small Apartment,Low,Full-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
783,Moderate,Small Apartment,High,Part-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
784,Very Low,Rural,Very High,Minimal,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
785,Very High,Large Apartment,Medium,Full-time,Expert,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
786,Very Low,Rural,Medium,Full-time,First-time owner,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
787,High,Large Apartment,Medium,Full-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
788,Moderate,Large Apartment,High,Full-time,Experienced,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
789,Very Low,Large Apartment,Medium,Limited,First-time owner,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
790,Very Low,Small Apartment,High,Minimal,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
791,Moderate,Rural,Very High,Limited,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
792,Very Low,House,Very High,Minimal,Experienced,Small,Tibetan Spaniel,0.4,0.6,0.4,0.6,0.6,-1.1077833737964866,-1.557273935270929
793,Moderate,House,Medium,Part-time,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
794,Low,House,Very Low,Limited,Experienced,Large,Mastiff,0.2,0.4,0.6,0.6,0.6,3.668821462836513,1.657069433358336
795,Low,House,Low,Part-time,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
796,High,House,High,Part-time,Experienced,Large,Great Dane,0.2,0.6,0.8,0.6,0.6,2.7164309279250256,1.8713589912669533
797,Moderate,Small Apartment,Low,Part-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
798,Moderate,House,Very Low,Full-time,First-time owner,Small,Lancashire Heeler,0.2,0.6,0.8,0.8,0.8,-1.0784790496453638,-1.3858422889440352
799,Very High,Rural,Very Low,Full-time,Expert,Large,Great Dane,0.2,0.6,0.8,0.6,0.6,2.7164309279250256,1.8713589912669533
800,Moderate,House,Medium,Part-time,Expert,Small,Affenpinscher,0.6,0.6,0.6,0.8,1.0,-1.210348508325416,-1.5144160236892057
801,High,House,Very High,Full-time,Expert,Large,Great Dane,0.2,0.6,0.8,0.6,0.6,2.7164309279250256,1.8713589912669533
802,Moderate,Large Apartment,High,Limited,Expert,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
803,Moderate,House,Medium,Limited,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
804,Very Low,Large Apartment,Low,Limited,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
805,Very Low,Small Apartment,Very High,Full-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
806,Moderate,Large Apartment,High,Limited,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
807,Moderate,House,Very Low,Limited,Experienced,Small,Cairn Terrier,0.4,0.4,0.6,0.6,0.8,-1.0638268875698025,-1.6001318468526526
808,Low,House,High,Limited,First-time owner,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
809,Low,Large Apartment,Low,Part-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
810,Low,Rural,Very High,Minimal,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
811,High,Small Apartment,Low,Full-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
812,Low,Large Apartment,High,Limited,First-time owner,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
813,Moderate,Rural,Very High,Limited,Expert,Large,Caucasian Shepherd Dog,0.6,0.8,0.4,0.4,0.2,2.4819963347160443,1.271348229122824
814,Moderate,Rural,High,Limited,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
815,Very Low,Small Apartment,Low,Full-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
816,Very Low,Small Apartment,Very High,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
817,Moderate,Large Apartment,Very High,Part-time,First-time owner,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
818,Low,Rural,Medium,Limited,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
819,Moderate,Small Apartment,Very Low,Full-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
820,Low,Large Apartment,High,Minimal,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
821,Very Low,Small Apartment,Very High,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
822,High,Large Apartment,Very Low,Full-time,First-time owner,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
823,Moderate,Large Apartment,Low,Full-time,Expert,Small,Cairn Terrier,0.4,0.4,0.6,0.6,0.8,-1.0638268875698025,-1.6001318468526526
824,Low,Large Apartment,Low,Part-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
825,Low,Large Apartment,Very Low,Minimal,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
826,Low,House,Very Low,Minimal,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
827,Low,Rural,Very Low,Limited,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
828,Low,Large Apartment,Low,Part-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
829,Very High,House,Very Low,Full-time,First-time owner,Medium,Swedish Vallhund,0.2,0.6,1.0,1.0,0.8,-0.6535663494540846,-1.1072658636628323
830,Moderate,Small Apartment,High,Limited,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
831,Very Low,Large Apartment,Low,Minimal,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
832,Very Low,Small Apartment,Very Low,Limited,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
833,Very Low,Large Apartment,Medium,Minimal,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
834,Very High,Large Apartment,Very High,Part-time,Experienced,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
835,Low,Small Apartment,Very Low,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
836,Very Low,House,Very High,Minimal,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
837,Low,Large Apartment,Medium,Limited,First-time owner,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
838,Very Low,Rural,High,Full-time,First-time owner,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
839,Very High,Small Apartment,Very High,Part-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
840,Low,Rural,Very Low,Minimal,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
841,High,Rural,Very Low,Full-time,Expert,Large,Great Dane,0.2,0.6,0.8,0.6,0.6,2.7164309279250256,1.8713589912669533
842,Very Low,House,Very Low,Part-time,First-time owner,Small,Lancashire Heeler,0.2,0.6,0.8,0.8,0.8,-1.0784790496453638,-1.3858422889440352
843,Low,Small Apartment,Medium,Full-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
844,Low,Large Apartment,Very High,Full-time,Experienced,Medium,Miniature Schnauzer,1.0,0.2,0.6,1.0,0.6,-1.005218239267557,-1.0429789962902465
845,Moderate,House,Very Low,Full-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
846,Moderate,Small Apartment,Low,Part-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
847,Low,Small Apartment,Very High,Full-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
848,High,Small Apartment,Low,Full-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
849,High,Small Apartment,Medium,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
850,Low,House,Medium,Limited,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
851,Very Low,Small Apartment,Very High,Part-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
852,Very Low,Large Apartment,Very High,Limited,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
853,Low,Large Apartment,Low,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
854,Very Low,Large Apartment,Low,Minimal,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
855,Very Low,Large Apartment,Very Low,Part-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
856,Low,Small Apartment,Very High,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
857,Low,Large Apartment,High,Full-time,First-time owner,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
858,Very Low,Large Apartment,Medium,Limited,First-time owner,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
859,Very Low,Small Apartment,High,Limited,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
860,Low,Small Apartment,Very Low,Limited,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
861,Moderate,House,High,Part-time,First-time owner,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
862,Low,Large Apartment,Very Low,Minimal,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
863,Low,Rural,Very High,Limited,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
864,Very High,House,Medium,Part-time,Experienced,Large,Great Dane,0.2,0.6,0.8,0.6,0.6,2.7164309279250256,1.8713589912669533
865,Moderate,Small Apartment,Low,Limited,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
866,Moderate,Large Apartment,Medium,Limited,Experienced,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
867,Moderate,Small Apartment,Low,Full-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
868,High,Large Apartment,Very High,Part-time,Experienced,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
869,High,Rural,High,Full-time,Experienced,Medium,Akita,0.8,0.6,0.8,1.0,0.6,1.4709971515023108,1.1856324059593772
870,Very Low,House,Very High,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
871,Low,House,Very High,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
872,Very Low,House,Very Low,Full-time,Experienced,Large,Mastiff,0.2,0.4,0.6,0.6,0.6,3.668821462836513,1.657069433358336
873,Low,Large Apartment,High,Minimal,First-time owner,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
874,Very Low,Rural,Very High,Full-time,First-time owner,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
875,Moderate,Large Apartment,Low,Limited,Expert,Small,Cairn Terrier,0.4,0.4,0.6,0.6,0.8,-1.0638268875698025,-1.6001318468526526
876,Moderate,Rural,Medium,Full-time,Experienced,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
877,Very High,Rural,Low,Full-time,Expert,Large,Great Dane,0.2,0.6,0.8,0.6,0.6,2.7164309279250256,1.8713589912669533
878,Moderate,Rural,Very High,Part-time,Expert,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
879,Very Low,Rural,Low,Minimal,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
880,High,Large Apartment,Very High,Full-time,Experienced,Medium,Miniature Schnauzer,1.0,0.2,0.6,1.0,0.6,-1.005218239267557,-1.0429789962902465
881,Low,House,Low,Limited,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
882,Moderate,Large Apartment,High,Limited,Experienced,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
883,Low,Rural,Very Low,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
884,Low,Rural,Very High,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
885,Very Low,Large Apartment,Low,Minimal,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
886,Moderate,Large Apartment,Very High,Full-time,Experienced,Medium,Miniature Schnauzer,1.0,0.2,0.6,1.0,0.6,-1.005218239267557,-1.0429789962902465
887,Very Low,Large Apartment,Very Low,Limited,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
888,Moderate,Rural,High,Full-time,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
889,Very High,Large Apartment,High,Part-time,Experienced,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
890,Low,Rural,Low,Minimal,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
891,Moderate,House,Medium,Full-time,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
892,Low,House,High,Minimal,Expert,Small,Tibetan Spaniel,0.4,0.6,0.4,0.6,0.6,-1.1077833737964866,-1.557273935270929
893,High,House,Low,Part-time,Expert,Small,Australian Terrier,0.4,0.2,0.8,0.6,0.8,-0.9466095909653116,-1.471558112107482
894,High,Small Apartment,High,Part-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
895,Low,Rural,Medium,Limited,First-time owner,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
896,Very High,House,High,Part-time,Experienced,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
897,Very High,Rural,Medium,Full-time,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
898,Very Low,Small Apartment,Medium,Part-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
899,Very Low,House,Very High,Minimal,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
900,Low,Large Apartment,Low,Minimal,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
901,Low,Small Apartment,Medium,Minimal,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
902,Low,Small Apartment,Very High,Part-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
903,Very High,Rural,High,Part-time,Experienced,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
904,High,Rural,Very High,Full-time,First-time owner,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
905,Very High,Large Apartment,Very High,Full-time,First-time owner,Small,Poodle (Toy),1.0,0.2,0.6,1.0,0.8,-1.3129136428543455,-1.557273935270929
906,Low,Large Apartment,Medium,Minimal,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
907,Very Low,Rural,High,Limited,First-time owner,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
908,Low,Small Apartment,Very Low,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
909,Low,Large Apartment,High,Minimal,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
910,Moderate,Large Apartment,Low,Part-time,Experienced,Small,Cairn Terrier,0.4,0.4,0.6,0.6,0.8,-1.0638268875698025,-1.6001318468526526
911,Very Low,House,High,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
912,Low,Small Apartment,High,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
913,High,Large Apartment,Very High,Part-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
914,High,Rural,High,Full-time,First-time owner,Medium,Miniature American Shepherd,0.8,1.0,0.8,1.0,0.8,-0.580305539076278,-0.6143998804730111
915,Very High,Rural,High,Full-time,First-time owner,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
916,High,Rural,High,Full-time,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
917,Very High,House,Medium,Part-time,Expert,Small,Affenpinscher,0.6,0.6,0.6,0.8,1.0,-1.210348508325416,-1.5144160236892057
918,Low,Rural,Medium,Full-time,First-time owner,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
919,Moderate,House,Very High,Part-time,First-time owner,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
920,Moderate,House,Very Low,Limited,Expert,Large,Mastiff,0.2,0.4,0.6,0.6,0.6,3.668821462836513,1.657069433358336
921,Moderate,Rural,Very High,Limited,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
922,Low,House,Low,Limited,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
923,Very High,Large Apartment,Medium,Full-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
924,Very High,Large Apartment,Low,Part-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
925,Moderate,Rural,Low,Limited,Experienced,Medium,Barbet,0.4,0.2,0.6,0.6,0.8,0.0057809439461759,0.4570479090700766
926,Moderate,Rural,Low,Part-time,Expert,Large,Neapolitan Mastiff,0.4,0.6,0.6,0.2,0.2,2.350126876035992,1.4427798754497176
927,Low,House,Low,Limited,Expert,Small,Tibetan Spaniel,0.4,0.6,0.4,0.6,0.6,-1.1077833737964866,-1.557273935270929
928,Very Low,Large Apartment,Medium,Limited,First-time owner,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
